,itemname,content,region,price,score,keywords,seoul_ipad
183,아이패드프로4세대 11형(2세대)128g와이파이 미개봉,"미개봉 세제품입니다.^^
아이패드프로4세대 11형(2세대)128g와이파이
최저가입니다ㅎㅎ
미개봉이라설명할게없네용ㅎㅎ
색상은 실버구여",광주 동구 충장로1가,850000,110,"없음, 미개봉",기타지역
184,아이패드프로 4세대(11인치 와이파이 256기가) 팔아요,"아이패드 11형 256기가 20년6월에  구입했습니다 
애플케어 가입 되있습니다~ (22년6월 만료)
애플펜슬2세대도 같이 드립니다.
집에서만 영상 잠시 보는용으로 산거라 사용감은 거의 없어요 새제품이나 마찬가지에요ㅠㅠ 
직거래 원해요",경남 양산시 물금읍,900000,130,"없음, 새제품, 애플케이플러스, 256",기타지역
185,아이패드 프로4세대 11 스그 128기가 셀룰러 애케플~22.12.31,애플케어플러스 2022년 12월31일 까지여서 애케플 기간 빵빵해서 쓰시다가 오만원 내고 리퍼 받으시면 됩니다 셀룰러 모델이라서 와이파이 없이 사용 가능합니다 구매하시면 슈피겐 케이스까지 같이 드리고 화면 하단에 스크래치 하나 있어서 감안한 가격입니다 충전기도 있고 풀박스 입니다,인천 서구 가정동,900000,154,"없음, 리퍼기간, 리퍼기간, 풀박스, 풀박스, 셀룰러, 셀룰러",기타지역
186,아이패드프로 4세대 11인치 wifi 256g 스페이스그레이 +애플케어,"2020년 7월에 구매 했습니다. 
항상 케이스 사용했습니다. 
업글하려고 판매합니다.
펜슬은 포함 아닙니다;;
케이스는 포함입니다. :)

화곡역부근 직거래만 합니다. 
제 가게로 오시면 카드로 결제도 됩니다 :)",서울 강서구 화곡제1동,900000,100,없음,서울 강서구
187,[애플케어+] 아이패드 프로4세대 11인치 1테라 1tb,"스페이스 그레이
wifi 1테라 제품입니다
애플케어플러스 2023.03까지입니다
[매년 2회씩 5만원내고 리퍼 받으실수 있으며 
악세서리도 3만원에 리퍼 받으실수 있습니다]

박스 있구요 충전기는 애플정품 12w 입니다",전남 여수시 관문동,1250000,135,"없음, 리퍼기간, 1tb",기타지역
188,아이패드 프로4세대 11인치 128g wifi (애케플 o),"아이패드 프로4세대 11인치 128g wifi 애케플 내년 11월까지이고 풀박스입니다.
구매 후 바로 전,후,측면 필름,케이스 장착하여 기스 전혀 없어용
배터리 효율 100프로 이상이고, 구매 후 잘 사용하지 않아 판매합니다.
전자제품 특성상 환불은 불가합니다.
구매하실분 연락주세요.",경남 창원시 의창구 팔용동,900000,107,"없음, 풀박스",기타지역
189,아이패드프로4세대 11인치 wifi 128기가 s급 올해2월구매,"올해 2월 구매입니다.
영상만보다 고스팩이라 내놓습니다.
as기간 내년 2월까지 아직 넉넉합니다.
패드 필름 부착된상태고
원하시면 케이스도 드릴께요:-) 박스풀셋입니다.
감사합니다.
기스 없습니다.",서울 마포구 연남동,800000,105,"없음, 필름",서울 마포구
190,아이패드 프로4 11형(2세대) 셀룰러,"구매- 2020년5월
색상- 스페이스 그레이
용량- 128gb
기종- 아이패드 프로4 11형(2세대) wifi+셀룰러

안녕하세요 
새상품으로 구입한 아이패드 입니다. 상태는 최상이고 풀 박스 입니다. 배터리 효율도 100%입니다(사진참고). 해지는 사신다면 바로 해 드립니다. 필름 케이스 사용 했구요.직거래 선호

거치대 / 대만제 펜 :
거치대 깨끗합니다. 대만제 펜도 몇 번 사용하지 않아 새 것과 다름 없습니다. 선물로 드립니다.

궁금한 점 문의 주세요",대구 동구 불로.봉무동,890000,139,"없음, 최상급, 새제품, 풀박스, 셀룰러",기타지역
191,아이패드프로 4세대 11인치 (wifi/128gb/스그/애플케어),"사용을 잘 안해서 판매합니다! 
풀박스 구성품 다 있고, 전면 종이질감 필름이랑 케이스 끼고 사용했습니다.

직거래는 창동역 2번 출구입니다. 
쪽지로 많은 문의 부탁드립니다.

-. 제품 : 아이패드프로 4세대 11인치
-. 색상 : 스페이스 그레이
-. 모델 : 와이파이, 128gb
-. 기타 : 애플케어 가입 (~22.09)
 -. 쿠팡에서 구입한 케이스",서울 도봉구 창동,870000,107,"없음, 풀박스",서울 도봉구
192,아이패드 프로 4세대 11인치 128기가 와이파이 스그 풀박,"⚠️꼭 끝까지 읽고 채팅 주세요!
아이패드 프로 11인치 2세대 128g wifi 스페이스그레이 판매합니다.
20년 10월 말에 샀으며
저반사지문방지필름, 뒷면, 카메라도 필름붙여놓았습니다. 충전기 사용한적없습니다. 
케이스 달라고 말하심 드려요.
모서리부분에 1mm도 안되는 작은 기스랑 찍힘 있습니다.(8,9번째 사진참고)
꼭 사실 분만 챗주세요.

+찔러보지 마세요 찔러보심 차단해요
+갑작스런 거파도 차단합니다
+뒷면에 필름입니다 기스아니에요
+에케플 가입 안되어있습니다
+애풀팬술 포함 아닙니다
+적어논 것들 질문하면 차단합니다. 

거래는 토요일 4시 이후에 가능해요~",광주 북구 동림동,730000,98,"없음, 필름, 미사용, 기스, 에플케어x",기타지역
193,아이패드 프로4세대 11인치 사용5시간 미만 새제품급,"아이패드 프로4세대 11인치 128 와이파이 제품이며 
정품 스마트 폴리오 케이스있습니다

구매는 2달 되었으며 사고 나서 5시간도 안써서 판매합니다
안쓴만큼 상태는 말할거도 없고 충전기 케이블 미사용 풀박스입니다

거래시 기스 발견 하시면 만원씩 네고 해드립니다
상태 매우 좋습니다

애케플 없습니다


 
삼계입니다",경남 창원시 마산회원구 내서읍,850000,112,"없음, 풀박스, 미사용",기타지역
194,아이패드 프로 4세대 11인치 256gb wifi + cellular 팝니다,"아끼던 친구 판매합니다 흠짓 기스 하나도 없어요 
ㅠㅠ",충남 천안시 서북구 두정동,850000,100,없음,기타지역
195,아이패드 프로4세대 11인치 wifi 128gb+정품 스마트폴리오 화이트색상,"작년에 구입하고 집에서만 사용해서 기스, 하자 전혀 없고 강화유리필름, 후면 보호필름 부착해놓은 상태입니다! 
정품 스마트폴리오 화이트색상 포함 가격입니다
채팅주세요!",인천 남동구 만수3동,890000,105,"없음, 필름",기타지역
196,아이패드 프로4세대 11인치256기가 미개봉 팝니다,"아이패드 프로4세대, 11인치2세대입니다
미개봉 스페이스그레이 256기가 와이파이입니다

미개봉 제품 입니다",경기도 시흥시 정왕동,950000,120,"없음, 미개봉, 256",기타지역
197,아이패드 프로4세대 11인치 128gb wifi,"2021.04제품
애케플미가입(가입가능)
종이질감필름(여유분 1장남음)
기본케이스
실사용 거의안함
구성품 풀박스
새상품과같음
네고x",부산 사상구 학장동,800000,120,"없음, 새제품, 애플케이플러스",기타지역
198,아이패드 프로4 256기가 11인치 와이파이 실버 및 정품 악세사리 팝니다.,"아이패드 프로 4 256기가 11인치 와이파이 실버 팝니다. 
풀박이며 애플케어 플러스 적용되어있습니다. 
 
애플 펜슬 2 풀박 
스마트 키보드 케이스 풀박
정품 폴리오 케이스 

모두 상태 매우 좋습니다. 
사진 추가로 원하시면 연락주세요",경기도 수원시 팔달구 인계동,1300000,120,"없음, 애플케이플러스, 256",기타지역
199,아이패드 프로4 11인치 256기가 셀롤러 스그 팝니다,"배터리 100퍼
애케플 적용되어있고 보증기간은 22.5.30까지 입니다
구성품은 파우치 + 애플 정품 스마트폴리오 + 아이패드이며 박스풀 입니다


전면에는 애케플을 들어 필름을 따로 붙이지 않아 기스가 있는편입니다.
마음놓고 사용하시다가 리퍼 받으시면 되겠습니다.

평촌 직거래합니다",경기도 안양시 동안구 관양동,900000,110,"없음, 애플케이플러스",기타지역
200,신형 아이패드 프로 4세대 11인치셀룰러 126기가 s급 판매,"올해 2월달에 산거고 
기스 하나도없습니다. 

집에서 넷플릭스보던정도고요 
아이패드 필름은 붙여져있는데 떼셔두되고요 
케이스도 드립니다. 

박스는 그대로잇고 
충전기는 삼성껄로 쓰고있어요 이것도 드립니다",서울 마포구 합정동,900000,105,"없음, 필름",서울 마포구
201,아이패드프로4세대 11인치 wifi 256g,"한 두달전쯤에
스피킹맥스를 신청하면서

받은 아이패드인데

몇번 만지작거리다가 
손이 안가게되어

팝니다~!

128인중 알앗는데 256이네용

상태는 새거와같습니다",경기도 파주시 운정3동,900000,120,"없음, 새제품, 256",기타지역
202,애플 아이패드 프로 4세대 11인치 (2020형) 128gb 실버 판매합니다,"1. 2021/03 제조품이며 2021/04/26에 활성화한 제품입니다. 애케플 가입 안되어 있으며 60일 이전이기에 가입 가능합니다.

2. 3번째 사진 하단에 살짝 찍힘이 있습니다. 카메라로는
잘 담기지 않네요...(이쑤시개 크기정도 됩니다)

3. 박스는 사진에 없지만, 풀박스이며 충전기 충전선 모두 사용하지 않았습니다.

4. 쿨거래시 알아서 어느정도 네고해드릴 생각있으니 먼저 터무니없는 네고는 사양해주세요.

5. 애플펜슬 2세대 (4월말 구입) 추가시 +13. 개별 판매x",경기도 김포시 풍무동,780000,98,"없음, 애플케이플러스, 기스, 에플케어x",기타지역
203,아이패드 프로 4세대 11형 128 스그 wifi,"• 품명 - 아이패드 프로 4세대 11형 wifi

• 색상 - 스페이스 그레이

• 용량 - 128gb

• 구입기간 - 2021.04.04

• 상태 - s 

• 가격 - 870,000

• 특징 - 지난 4월 4일에 구매 후 약 한달 정도 유튜브 

및 웹서핑 용으로 사용 후 저에게 오버스펙이기도 하고 

사용 빈도가 적어서 판매합니다. 퇴근 후 잠들기 전 

가끔씩 사용했기 때문에 거의 새상품에 준하는 상태라고 

생각됩니다. 필름이 씌워진 상태이고, 케이스 장착 후 

사용했습니다.",경남 양산시 물금읍,870000,110,"없음, 새제품",기타지역
204,아이패드 프로 4세대 11인치 128기가 애케플 포함,"아이패드 프로 4세대 11인치 wifi 128기가 
애케플포함 (22.08.02 만료) 판매합니다.

- 풀박(구성품 다 있음)
- 상태 s급 기스 없음 !!
- 구입 직후 보호필름+케이스 
- 집에서만 사용하고 가끔 카페에서 사용
-  하루 2시간도 사용하지 않음

애케플 가격 16만4천원이라 애케플 없는 것 보다 같이 있는거 구입하시는 거 추천드려요 !
풀박 그대로 판매하구요, 가로수길에서 직접 구입했던거라 그 때 받은 종이봉투에 담아서 거래합니다 

90만원에 판매해요

거래는 평일 저녁 이후, 주말은 협의하고 거래 가능합니다!!",경기도 화성시 동탄1동,900000,114,"없음, 최상급, 풀박스",기타지역
205,아이패드 프로4 11 wifi 128gb 팔아요,"아이패드 프로4 11 wifi 128gb 실버 팔아요

케이스 씌우고 집 안에서도 몇 번 사용하지 않아 실기스 하나 없는 상태입니다

배터리 효율 99%
사이클 97회
보증 만료일 21년 7월 28일입니다

낙성대역 거래 원해요",서울 관악구 봉천동,800000,100,없음,서울 관악구
206,아이패드 프로4세대 11인치 128기가,"사용한지 2개월정도 됬는데 5세대로 바꾸고 싶어서 팝니다. 집에서만 사용해서 기스 찍힘 전혀 없고
케이스랑 같이 충전기랑 같이 팝니다. 
빠른거래 원해요",광주 광산구 신창동,720000,100,없음,기타지역
207,아이패드프로4세대 11인치 256 셀룰러와이파이,"4세대 256 셀룰러모델이구요
찍힘찾기힘들고
박스풀셋입니다
애플케어가입은되어있으나
5만원내고 교환받을시에 
제가직접가야하니 연락미리주시고 시간정했을시에는 문제없이 동행해드릴수있습니다",광주 광산구 흑석동,1000000,125,"없음, 셀룰러, 256",기타지역
208,아이패드 프로 4세대 11형 미개봉 128g 팝니다,"아이패드 프로 4세대 11형 미개봉 128g 실버 미개봉 새제품입니다
선물받고 쓸까 고민하다 팔아요ㅠ
미개봉확실하니 걱정마시고 연락도 자주오니 빨리 사가세용~~",인천 미추홀구 주안8동,850000,120,"없음, 미개봉, 새제품",기타지역
209,아이패드프로4세대(11’)128gb wifi (애케플),"작년에 애플공홈에서 구매하여 사용하다가 필요없어 처분합니다. 필름붙여져있습니다.애케플220623, 쓰다가 애케플 이용하셔서 새걸로 바꿔 쓰세요
풀박입니다.직거래선호합니다. 혜화동로터리",서울 종로구 혜화동,870000,112,"없음, 필름, 풀박스",서울 종로구
210,아이패드 프로 4세대 11인치 256기가 와이파이 스그 미개봉 팝니다,"직거래 : 노량진역5출
택배거래시 택배비 별도

톡 주세요",서울 동작구 노량진동,900000,100,없음,서울 동작구
211,아이패드 프로 4세대 11 256gb,"구매는 작년에 했고 거의 1년 안되게 썼음.
사실상 별로 사용도 안해서 완전깨끗함.
거의사용도 안해서 real 새것 수준.
보증기간있음.
박스그대로 보관하고 있음 풀박(설명서+ 충전기)
뽀너스로 케이스도 드림

256gb 스페이스 그레이
 연락주세요~!",광주 북구 일곡동,980000,125,"없음, 리퍼기간, 새제품, 256",기타지역
212,미개봉새상품⭕️ 아이패드 프로 4세대 11인치 (2세대) wifi 128g 스페이스 그레이,"미개봉새상품입니다 비닐도 그대로 포장상태좋아요 
최신 2021 3월에 제조한 제품
선물주기에도 좋을것같아요 
⭕️
아이패드 프로 4세대 11인치 (2세대) 128g
색상 스페이스 그레이 입니다",서울 성북구 하월곡동,895000,120,"없음, 미개봉, 새제품",서울 성북구
213,"아이패드 프로4세대(11형) 128g ""셀롤러"" 팝니다","프로4세대 ""셀롤러"" 팝니다~
사진상 2세대라고 써있어어 질문들하시는데
11형2세대가 프로4세대입니다~

급처하려고 4세대 와이파이 금액에 정리합니다.

나름 최저가라 생각하니 사지도 않을분들
금액 흥정부터 하려고들 말아주세요",충남 천안시 서북구 쌍용2동,880000,100,없음,기타지역
214,"아이패드 프로 4세대 11인치 (2세대) wifi 128g
색상 스페이스 그레이","미개봉새상품입니다 비닐도 그대로 포장상태좋아요 
최신 2021 3월에 제조한 제품
선물주기에도 좋을것같아요 
⭕️
아이패드 프로 4세대 11인치 (2세대) 128g wifi
색상 스페이스 그레이 입니다",서울 용산구 한강로2가,895000,120,"없음, 미개봉, 새제품",서울 용산구
215,아이패드 프로 4세대 11인치 셀룰러 스그 128gb 팔아요,"거의 새거라고 보시면 되구요
사놓고 거의 안써서 그냥 넘깁니다.
보증 기간 10월 13일까지 남았구요
사진에 있는 패드 파우치 필요하시면 같이 드립니다.
유심 패드내에 장착 되어있고 일련번호도 같이 드리겠습니다.",경기도 군포시 군포1동,920000,115,"없음, 리퍼기간, 새제품",기타지역
216,"아이패드프로 4세대 11인치(128gb, wifi)","구매일 4/14
상태 a++, 풀박스, 기스 전혀없음
스코코 저반사 필름 부착상태. 

사용용도가 바뀌어 내놓습니다. 
네고 안 받습니다.",경기도 시흥시 정왕본동,760000,105,"없음, 필름",기타지역
217,(5월 구매) 아이패드 프로 4세대 11인치 셀룰러,"올해 5월 4일에 구매했습니다!
프로 4세대 11인치 128기가 셀룰러입니다.
(색상은 스그입니다)

원하신다면 에케플도 양도해드립니다 (10만원 추가)

배터리 효율 100프로네요
무조건 직거래 합니다!
내일까지 안팔리면 그냥 쓸 예정입니다",서울 관악구 대학동,850000,115,"없음, 셀룰러",서울 관악구
218,아이패드 프로 4세대 11인치 128g 풀박/ 애케플 (o)/ 배터리효율 100%,"아이패드 프로 4세대 128g 스페이스 그레이 와이파이 모델로, 20년 5월에 구입한 제품입니다! 충전기 포함 풀박스에요!
필름 부착하고, 항상 케이스 끼워서 사용했기 때문에 하자는 전혀 없으며, 3utools 통해 확인해본 결과 배터리 효율 100%인 것 확인했습니다:)
필름은 랩씨 종이질감필름(28000원 상당) 부착되어있습니다.
추가로 애플케어 플러스 가입 되어있으며 22년 5월 5일까지입니다!
애케플 한 번도 사용하지 않았기 때문에 중고제품 꺼리시는 분들은 애케플 이용하셔서 리퍼 새제품 사용하셔도 좋을 것 같네요!
제품 특성상 직거래 선호하며, 직거래는 남양주시 별내동 근처였으면 합니다:) 타지역 택배거래 가능하나, 환불 절대 불가한 점 알아주셨음 하네요ㅠ
​
네고 불가능하며, 그 이외의 문의는 편하게 연락부탁드립니다!",경기도 남양주시 별내동,900000,115,"없음, 필름, 새제품",기타지역
219,아이패드 프로 4세대 11인치 256g 셀룰러,"4세대 11인치 256g 셀룰러 모델입니다
박스 충전기 다 있어요.
애플케어 보증기한 남아있습니다",서울 중구 청구동,930000,140,"없음, 리퍼기간, 애플케이플러스, 셀룰러, 256",서울 중구
220,ipad pro4(11인치/256g/lte+wifi),"●글을 먼저 읽고 연락주세요
●아래 내용 문의 시 차단합니다
- 네고, 가격 조정 요청(안팔리면 낮춥니다)
- 팔렸나는 문의(판매중입니다)
- 이것 저것 묻고 생각해보겠다는 경우
 (연락 후 고민하지 말고,구매 결정 후 연락주세요)
● 노원 상계동 직거래 또는 착불택배
●중고거래 특성상 반품,환불 불가
●구성품
- 아이패드프로 4세대 (보증기한 ~2021.8.31)
    (11인치/256g/wifi+ cellular/스그)
- 박스(충전기 없음)
●상태 및 특징
- wifi는 물론 유심으로 lte사용 가능
- 2020.4.12제조, 2020.8.31구매
- 배터리 99% 사이클150
- 좌측하단 살짝 자국있으나 티 잘 안나고 이상없음",서울 서초구 잠원동,800000,125,"없음, 셀룰러, 256",서울 서초구
221,아이패드프로 4세대 11인치 미개봉,미개봉퓸 판매합니다 연락주세요,경기도 안양시 동안구 관양1동,830000,110,"없음, 미개봉",기타지역
222,아이패드프로4세대  512g11인치 셀룰러팔아요,"애플펜슬이랑  무선키보드도 같이드려요
셀룰러 lg유플러스입니다 상태 s급입니다",경기도 안산시 단원구 선부1동,1300000,122,"없음, 최상급, 셀룰러",기타지역
223,아이패드 프로 4세대 11인치 128기가,"작년 12월구매했고 거의 새상품입니다.

많은 연락주세요

아이패드 프로 4세대 11인치 128기가 와이파이
작년 12월 공홈에서 샀음
풀박 (충전기,박스)
애플펜슬포함",광주 서구 쌍촌동,820000,110,"없음, 새제품",기타지역
224,아이패드 프로 4세대 11인치 256 wifi + 셀룰러 applecare+,"11인치 셀룰러 자급제 모델입니다

작년에 구입했고, 종이질감 강화유리, 케이스 착용하고 사용했습니다

워낙 조심스러운 성격이라 찍힘 전혀 없습니다

applecare+ 가입되어 있어서 2022년 6월 27일까지 본인 과실로 파손시 5만원에 새제품으로 교환받으실 수 있습니다


[ +25만원 하시면 매직키보드 (1일사용) 함께 드립니다 ]
[ +13만원 하시면 애플펜슬 (applecare+ 등록됨) 함께 드립니다 ]",대구 북구 복현동,941000,135,"없음, 새제품, 애플케이플러스, 셀룰러",기타지역
225,아이패드 프로4세대 11인치 256gb wifi 판매합니다.,"배터리 효율 100퍼입니디. 거의 사용하지 않아 판매합니다.
액정강화필름 붙여놓았고, 기기 상태 깨끗합니다.",대구 중구 남산2동,800000,105,"없음, 필름",기타지역
226,아이패드 프로 4세대 11인치 wifi 실버 128gb,"아이패드프로 4세대 11인치 128기가 실버색상 판매합니다

20년 10월에 구매 후 출장 갔을 때만 사용했었네요

배터리 성능상태 100% 입니다(3utools 확인)

2월 맥북 구매 후 패드는 전혀 사용 안하고있습니다

총 사용기간 1달도 안될겁니다. 항상 케이스 끼고 다녔었구요

상태 아주 좋구요. 2만원대 라이노 케이스까지 무료로 드려요.

추가로 사진 필요하시면 말씀해주세요 보내드립니다

중고 특성상 환불 안됩니다",전북 전주시 덕진구 송천동2가,830000,105,"없음, 미사용",기타지역
227,아이패드프로 4세대 11형 스그 팝니다,"아이패드프로4세대 11형 wifi 스페이스그레이 애플케어플러스

구성품 : 아이패드프로 4세대 풀박스, 충전기(미사용)
구매일 : 2021년 4월 27일
애플케어 플러스 : 2023년 4월 26일까지

박스, 구성품 모두 있습니다. 구성품은 미사용입니다.
한달정도 사용했고 사자마자 필름이랑 케이스 착용해서 흠 하나 없습니다.
구매하고 영상만 몇번 보고 거의 사용하지않아 판매합니다.",부산 남구 대연제1동,950000,112,"없음, 풀박스, 미사용",기타지역
228,아이패드 프로 4세대 11인치,"아이패드 프로 4세대 11인치 128g 팜니다
정품케이스 포함입니다.
애플케어플러스 있구요 사용을 많이안해서 기스같은거는 하나도 없습니다 
직거래만합니다",경기도 고양시 일산동구 장항동,980000,100,없음,기타지역
229,아이패드 프로 4세대 11인치 스페이스그레이 셀룰러모델,"아이패드 프로 4세대 셀룰러 모델입니다!
색상은 스페이스그레이 용량은 256gb이고
20년도 5월 30일에 구매했는데 
맥북이 있다보니까 사용을 별로 안해서 팔아요 ㅠ
박스있고 충전기는 없어요!",경기도 광명시 철산1동,900000,125,"없음, 셀룰러, 256",기타지역
230,아이패드프로4세대 11형 128g wifi 실버 s급 팝니다.,"아이패드프로4세대 11형 128g wifi 실버 s급 팝니다.

보증기간: 2021년 11월 2일
배터리 성능 100%
외관 s급
풀박스 구성품 (구성품 미사용)

구매 후 사용을 거의 안했습니다.
전후면 및 측면에 필름 부착되어 있고
측면 필름 한쪽 약간 더러워진 것 빼고는
외관 기스나 찍힘없이 깨끗합니다.
올해 11월 2일까지 보증기간 남았습니다.
스코코 여분 필름도 하나 드립니다.
풀박스 구성이며 구성품 모두 미사용입니다.
네고는 죄송합니다.

직거래는 5호선 개화산역에서 가능합니다.
택배거래는 4500원 더주시면 우체국택배로 보내드립니다.",서울 강서구 방화제2동,700000,122,"없음, 필름, 최상급, 리퍼기간, 미사용",서울 강서구
231,아이패드 프로 4세대 11 풀박 새거아님,"다섯번도 사용안함
필름 케이스 씌워져있음
완전 새거같은 중고 풀박",경남 진주시 가호동,900000,115,"없음, 새제품, 미사용",기타지역
232,아이패드 프로4세대 11인치 128gb wifi 판매합니다,"아이패드 프로4 11인치 128gb wifi 스페이스그레이 판매합니다.
​
2020년 9월 생산 및 구매 제품이고, 애플케어플러스는 없습니다.
​
사진에서 확인할 수 있듯이, 표면 기스, 흠집 등등 전혀없구
​
올레포빅 필름이 전면, 카메라 후면에 부착되어있습니다.
​
구매 시 상기의 아이패드 케이스와 쿠션감있는 파우치, 여분의 강화유리 필름 같이드립니다.
​
왕십리, 신답역 부근에서 직거래 선호하며, 택배 거래 시 택배비 4000원 추가됩니다.

확인 후 연락 부탁드립니다.",서울 성동구 사근동,750000,105,"없음, 필름",서울 성동구
233,아이패드 프로 4 11형 wifi 128g 스페이스그레이,"완충횟수19번  박스포함 풀셋 작년 2020년9월에 샀어요 리아노 케이스 포함 종이질감필름부착 
깨끗해요 잔기스 하나없는데 저한텐 작은감이잇어팔아요 
펜슬 미포함이요 ~
고객센터 원격으로 베터리효율 확인결과 100프로 나왔고 상태좋다고 마음놓고 넘겨도 됀다는 답변 들었네요 ㅎ",광주 동구 계림동,800000,105,"없음, 필름",기타지역
234,애플 아이패드 프로 4세대(2세대) 11인치 128g,"구매한지 5개월정도 됐고
유튜브만 보는 용도로 써서ㅠㅠ 판매합니다.
앱 몇개 깐적도 없고 배경화면까지 바꾼 적이 없을 정도구 집밖에 가지고 나간적도 없어요.
구매하자마자 케이스끼우고 액정, 카메라까지 모두 강화유리로 붙였어요.
보시면 알겠지만 기스도 거의 없습니다.
박스랑 충전기 모두 있고 사용했지만 깨끗합니당
구매하시는 분께 케이스(투명, 연핑크커버) 2개랑
강화유리필름 새거 같이 드립니다~! 
직거래는 합정 홍대 연희동 명지대쪽 가능하구
가능한 직거래 선호하지만
택배도 가능합니다~~~",서울 마포구 서교동,820000,110,"없음, 새제품",서울 마포구
235,아이패드 프로 4세대 11인치 128g wifi,"올해 3월 16일에 산 한달된 아이패드 프로 4세대 128g wifi 모델입니다
사고나서 밖에 들고나간적없고 집에서 유투브 시청만 몇번 해서 기스나 흠집하나도 없는 거의 새제품이지만 태블릿보다 노트북이 필요하여 내놓게됐습니다.

박스 쇼핑백 충전기 다 있으니 문의주세요",서울 동대문구 회기동,750000,110,"없음, 새제품",서울 동대문구
236,아이패드 프로4세대 11형  실버 128gb wifi 최상급  판매 및 프로4세대 12.9 추금 드리고 교신 합니다,상태  최강 입니다 집에서만 사용 잠깐식  추금협의요  배터리 100% 입니다 프로4세대 12.9 추금  드리고 교신 합니다,대전 중구 용두동,850000,100,없음,기타지역
237,아이패드프로 4세대 11인치 128g 셀룰러 팝니다~,"작년 9월에 주문했었는데 크게 사용하지 않아서 팔려고 합니다.(skt)
의무사용 기간 끝나고 정상해지 했어요
깨끗하게 사용해서 기스는 생활기스 빼구 없습니다~

박스 o 케이스 o 필름 o 충전기 x 펜 x 네고 x",서울 금천구 시흥동,900000,105,"없음, 필름",서울 금천구
238,아이패드 프로 4세대 11인치 128기가 와이파이,"2020-10월 제조이며 사용일수 일주일도 안되는새겁니다 집에서 동영상 시청하려고 샀다 잘안쓰게되서 판매합니다. 
네고 / 교환은 받지않고 쿨거래 하실분만 연락주세요.",부산 부산진구 범천제1동,950000,100,없음,기타지역
239,아이패드프로4세대 11인치 256 셀룰러 팜,"상태 a급. 노기스입니다
풀박스
256 셀룰러 입니다
거래지역은 양곡입니다. 거래 하실분만 연락주세요.",경기도 김포시 양촌읍,750000,132,"없음, 최상급, 셀룰러, 256",기타지역
240,아이패드 프로4세대 11인치 128g 셀룰러 판매합니다.,"3u tools 돌려본결과
배터리 100이며 상태 100나오네요.
잘 사용안했으며 앞 저반사 후 보호필름 붙어있습니다.
리퍼는 8월 11일까지입니다.",대전 유성구 반석동,920000,120,"없음, 필름, 필름, 미사용, 미사용",기타지역
241,아이패드 프로4세대 11인치 128g 셀룰러 판매합니다.,"3u tools 돌려본결과
배터리 100이며 상태 100나오네요.
잘 사용안했으며 앞 저반사 후 보호필름 붙어있습니다.
리퍼는 8월 11일까지입니다.",대전 중구 오류동,920000,120,"없음, 필름, 필름, 미사용, 미사용",기타지역
242,아이패드 프로 4세대 11인치 wifi 128gb,"아이패드 프로 4세대 스페이스 그레이 색상입니다. 
제품외관 상태 양호하고 생활기스 전혀 없이 깨끗이 사용하였습니다. 
연락주시면 더 자세한 사진 보내드릴께요

아이패드++풀박+충전기 기본 구성품 전부 입습니다~
보증기간 2022년도 4월 2일까지입니다. 
종이필름 2주전에 새로 부착했는데 기포 조금 있게 부착하였으니 편하신대로 사용하세요:)

신갈역 직거래합니다",경기도 용인시 기흥구 신갈동,800000,112,"없음, 필름, 풀박스",기타지역
