,itemname,content,region,price,score,keywords
175,아이패드 프로4 12.9 512g,"말레이시아에서 구매한 겁니다. 카메라 무음시 소리 안 나는 버전 입니다. 찍힘 2개 있습니다. 애플 캐어 플러스 가입되있고 22년 11월 까지 입니다. 
보호필름 붙여있습니다. 약간 벌어져 있는 로지텍 키보드 케이스 포함 입니다. 말레이시아에서  구매하여서 이곳에서 as는 안됩니다. 

아이패드 프로4 12.9 512g 애플케어 플러스
로지택 키보드 케이스 
박스 x
충전선 없으시면 쓰고 잇는거 드릴게요. 정품인지 아닌지는 모르겠습니다.",경기도 안양시 동안구 비산2동,1300000,118,"없음, 필름, 512, 기스"
176,미개봉) 아이패드 프로4 12.9 스코코 종이질감필름+힐링쉴드 후면 외부보호필름,미개봉 새거 집앞까지오셔야합니다 빠르게 판매합니다,광주 광산구 첨단1동,7000,120,"없음, 미개봉, 새제품"
177,아이패드 프로 4세대 512g wifi 스페이스그레이(리퍼:22년03월20일),"안녕하세요
직장을 구해서 3월 말에 충동구매를 했는데 쓰지도 않고.. 방치하다가... 팔아야겠다는 생각이 들어서 판매합니다ㅎㅎ
외부 보호 필름, 화면 보호필름 부착했습니다.
제한보증(리퍼) 22년 3월 20일입니다",경기도 광명시 소하1동,1450000,105,"없음, 필름"
178,아이패드프로 4세대 12.9 미개봉 판매합니다,"아이패드프로 4세대 12.9인치
스페이스그레이
128g wifi모델
미개봉 제품 판매합니다.

​애플코리아 정품이며 제조년월 21년 2월입니다
(지난 주 수령한 제품입니다)

​야심차게 구매했지만 내부 반발이 심해 눈물을 머금고 처분하려합니다

성동구 상왕십리역 인근 직거래 가능하며
차량으로 오시면 별도 위치 안내해드립니다

사양 등 꼼꼼히 읽어주시고 연락주세요",서울 성동구 왕십리도선동,1090000,110,"없음, 미개봉"
179,(미개봉) 아이 패드 프로 4 세대 12.9 셀룰러 128gb 실버 판매합니다,new ipad pro 128gb 12.9 wi-fi + cellular,경북 성주군 성주읍,1230000,115,"없음, 셀룰러"
180,아이패드  프로4세대 12.9 128기가 스그,"사용감 미세한 기스 두개 빼고 깨끗합니다~~  화면은 보호필름 계속 붙여놔소 보호필름 제거하면 깨끗합니다 ㅎㅎ
받았던 구성품 그대로 팔아용 충전기랑 케이블도 있습니다 ㅎㅎ아직 초기화안했는데 초기화해서 드려요!!",인천 연수구 송도동,900000,105,"없음, 필름"
181,"아이패드 프로 4세대 12.9인치 , 1tb  wifi","- 아이패드 프로 4세대 12.9인치 , 1tb

- 그래픽 작업용으로 구매했으나 회사에서 장비를 지원해줘서 한동안 아이 교육용으로 쓰다가 교육용 컴이 생겨서 보관하다가 판매합니다
- 힐링쉴드 보호필름 (3만원) 부착
- 보호커버(3만원 가량)두 별도루 장착해서 집에서만 사용
박스풀입니다
​
 신봉동 , 성복동 직거래 가능합니다",경기도 용인시 수지구 신봉동,1350000,135,"없음, 필름, 1tb"
182,ipad pro 4 12.9 wifi,"ipad pro 4 12.9 wifi 판매합니다

구매 후 바로 케이스와 보호 글라스를 부착해서 기스 등 재품에는 별 문제 없습니다

문자로도 연락 가능하며 거래는 간석 레미안 자이 아파트 인근에서 가능합니다

0|0 44ㅇ6 4|68",인천 남동구 간석동,940000,105,"없음, 필름"
183,아이패드 프로4세대 12.9인치 128기가 와이파이,"사용감 별로 없어요 ~ 화면 더러운게 아니라 종이 필름 붙여둬서 그래요 ~ 상태 너무 좋고 찍힘 하나 없고 애케플 안들었어요 그거 감안해서 좀 저렴하게 올림요 .. 갖으러 오셔야하고 박스 있었는데 ㅜㅜ 이사하면서 다 놔두고 왔나봐요 .. 펜슬 2세대 입니당 케이스도 같이 드려여 


*중고상품상 교환 환불 불가하니 충분히 고민후 연락 주세요",경기도 안양시 만안구 안양2동,1050000,115,"없음, 필름, 애플케이플러스"
184,아이패드 프로 4세대 12.9인치 강화유리 필름,1장이에요,대구 수성구 수성동4가,5000,100,없음
185,필름 + 아이패드 프로 4세대 12.9인치 스마트 키보트 폴리오 판매합니다!,"2월달에 정가로 직접 매장가서 12.9인치 모델을 구매하면서 같이 구매했었는데 11인치로 모델을 변경하게 되어서 판매합니다!

종이질감 또는 저반사 필름까지 같이 드릴게요!

구입하고 두번밖에 사용하지 않아 정말 새제품입니다 네고 가능해요!",전북 전주시 완산구 효자동2가,160000,110,"없음, 새제품"
186,아이패드 프로 4세대 12.9 스그 lte 128g(+애캐플),"구입일자 : 20년 5월 경에 주문한 아이패드이지만, 21년 2월 20일 즈음 기기 자체 문제로 애플 측에서 무상으로 새 제품으로 교환해준 패드입니다. (배터리 사이클 : 41)

 상태 : 애플케어는 22년 5월까지이며, 평소 공부할 때 이외에는 전혀 사용하지않기에 기스나 흠집 전혀 없는 새 제품이라고 보셔도 됩니다.
 
 구성 : 패드 풀박스 구성이며, esr 케이스(2가지) , 라이노 케이스, 기본 케이스 이렇게 같이 드리겠습니다.
 
 희망 거래일자 : 6월 2일

직거래는 뱅뱅사거리 혹은 강남역 근처입니다.",서울 강남구 도곡동,1030000,110,"없음, 새제품"
187,아이패드 프로3세대나 프로4세대 삽니다 12.9인치,"256gb

와이파이도 괜챦고, 셀룰러면 더좋아요

오늘 당장 거래가능",부산 남구 용당동,800000,125,"없음, 셀룰러, 256"
188,아이패드 프로 4세대 12.9 스페이스그레이,아이패드 프로 12.9 4세대 128g 애플케어 애플펜슬 케이스랑 등등 포함해서 140에 판매합니다 기스 하나도 없고 종이질감필름 붙어있습니다 이걸로 넷플보면 대박 행복해여 화면 크고 스피커 4개나 달려서 걍 체고임,세종시  조치원읍,1283000,105,"없음, 필름"
189,아이패드 프로4세대 12.9 셀룰러 256g 애케플0,"아이패드 프로4세대 12.9인치 판매합니다.
wifi + 셀룰러, 256기가, 스페이스 그레이
애플케어플러스 가입 ㅇ
(2022년 9월 11일까지)

외관상태 휨이나 기스같은 하자 전혀 없습니다!
내부성능도 사진의 측정표와 같이 배터리 라이프100%입니다.

인강용도로 구입했는데, 막상 노트북을 주로 사용하게 되어 판매합니다.

직거래 금호동 만호초등학교, 쌍용예가아파트에서 가능합니다.

택배거래는 기기 하자의 경우를 제외하고는 노리턴 조건으로 가능합니다. 

안전거래 원하시면 네이버 중고나라로 페이지 만들어 올리겠습니다. 구매자 분이 직접 네이버 중고나라 검색해서 들어오실 수 있게 하겠습니다.
(사기방지)

원하시는 부분의 사진이 필요하시면 말씀해주세요~
보내드리겠습니다.",광주 서구 금호동,1150000,135,"없음, 애플케이플러스, 셀룰러, 256"
190,아이패드 프로 4세대 128기가 sss급 스페이스그레이,"집 안 실내에서 영상 시청용으로만 간간히 사용하던 제품이라 상태가 새상품과 다름없으며 힐링쉴드 가장 고가라인 필름으로 제품 구매하자마자 앞•뒤 붙여서 그 흔한 생활기스, 하자 없습니다. 구성품은 제품박스랑 esr 스마트 케이스 (거치기능포함)까지 같이 드릴거고 제조년월은 20년도 8월입니다. 상태 굉장히 자부하며 믿고 구매하셔도 좋으며 애플스토어 가로수길에서 구입한 제품입니다. 에누리 문의는 받지 않겠습니다. 미개봉 새상품 수준입니다.",서울 양천구 신정2동,990000,120,"없음, 미개봉, 새제품"
191,아이패드 프로 4세대 12.9 256 애케플 (-23.1.28),"1월 28일에 148만원 정도 들어 구매했던 아이패드 프로 4세대 12.9 256모델입니다. 
프로와 애케플 가격하면 144정도에 구매했고
케이안 종이질감필름(여분 1개)과 라이노 케이스
있습니다!

120에 용산역 직거래하고 싶습니다!",서울 용산구 한강로3가,1200000,120,"없음, 애플케이플러스, 256"
192,아이패드프로 4세대 512 셀룰러 실버 미개봉자급제,인터넷 최저가 170입니다,경기도 용인시 기흥구 신갈동,1280000,100,없음
193,애플 아이패드 프로4세대 12.9인치 128gb 실버 새제품 팝니다 (미개봉상태),"비닐도 안뜯은 완전 새제품 입니다

가격네고 연락은 차단합니다",대전 서구 변동,1010000,110,"없음, 새제품"
194,아이패드프로4 12.9인치 256기가 와이파이+애플케어플러스,"아이패드프로4 12.9인치 256기가 와이파이입니다.
색상은 스페이스 그레이이구요.
애플케어플러스 내년 5월까지이며 한번도 사용하지 않았습니다. 
애지중지 사용하여 상태도 흠집없이 깨끗합니다. 사용하던 케이스 같이 드립니다.",제주 제주시 도련일동,1100000,110,"없음, 256"
195,아이패드 프로 4세대 스페이스그레이 12.9형 128gb,"집에서만 강의 듣는 용도로 조금 사용했어요.
상태는 그냥 새것이라고 보시면 됩니다.
일괄 판매 합니다.",강원도 속초시 조양동,1250000,110,"없음, 새제품"
196,애플 아이패드 프로 4세대 12.9 풀박스,"애플 아이패드 프로 12.9 와이파이 128기가 스페이스그레이

제조년월 20년 11월이구 배터리효율 100%이구 사이클 횟수는 10회로 정말 얼마 사용 안했습니다 
리퍼 22년 3월까지 남아있구요 
상태 찍힘 기스 전혀없고 종이필름 붙어있어요
구성 풀박스입니다 번개페이됩니다",대전 중구 은행동,990000,122,"없음, 필름, 리퍼기간, 풀박스, 미사용"
197,아이패드 프로 4세대 12.9,"128g  와이파이용
사용 거의 안했어요
생활기스 없어요  펜도 드려요",대구 동구 도동,1100000,100,없음
198,아이패드 프로 4세대 12.9인치 셀룰러,"아이패드 프로 4세대 12.9 인치 셀룰러 128기가 모델 팝니다 구매는 2020년 6월에 구매 하였고 배터리 효율 100프로 입니다 사진 처럼 에케플 적용 되어 있습니다 사용을 거의 안해서 상태 매우 좋고 기스 일체 없습니다
네고는 죄송하구요 많이 연락 주세요 !!",부산 동래구 명장동,1200000,130,"없음, 셀룰러, 셀룰러"
199,(미개봉) 아이패드 프로 4세대 12.9인치 256기가 스페이스그레이,아이패드프로 4세대 12.9인치 256기가 스페이스 그레이 미개봉 상품이에요~ 와이파이 제품,서울 서대문구 충정로3가,1190000,120,"없음, 미개봉, 256"
200,아이패드 프로4세대 12.9인치 256g 셀룰러 스페이스그레이 애플케어플러스o 추가구성품 팝니다.,"작년 10월초에 구매했구요 애플케어플러스 3개월시점에 애플케어플러스 되있어서 2023년4월까지 되있습니다. 상태 거의안써서 새것같습니다. 살때 180넘게주고 샀는데 몇번 쓰지도 않고.. 손해가 막심하네요.. 사놓고 저한텐 쓸일이 없어서 별로 안썼네요. 구성품은 본체박스셋+로지텍k380 키보드 페블 마우스, 케이스, 파우치(차콜) 입니다. 구성품만 다해도 10만원 넘어가네요. 다해서 145에 팝니다. 팔리면 글 지웁니다.",부산 남구 용호제1동,1450000,127,"없음, 새제품, 애플케이플러스, 풀박스"
201,아이패드 프로 4세대 12.9 256gb,"셀룰러 가능하고 사용한거 몇번안됩니다 동영상 몇번 본거 빼곤 없어요 생활 절대 없고 상태 엄청 좋습니다 급쳐하느거라서 선제시까지 받을수있습니다 연락주세요 쿨거시 90까지 가능합니다 오늘 안으로 빠른 급쳐 하고싶네요 ㅠㅠㅠ 돈이 급해서 ,,",제주 서귀포시 동홍동,1000000,115,"없음, 셀룰러"
202,아이패드 프로 4세대 12.9인치 256 wifi,"아이패드 프로 4세대 12.9인치 256g 실버 상품입니다..

제조일자는 20년 12월이고 금년 5월초에 구매했습니다..

내부구성품만 확인하고 한번 전원 켜보고 사용은 하지 않은 제품입니다..

필요하신분은 연락주세요 ^^",경기도 성남시 중원구 성남동,1100000,110,"없음, 256"
203,❤️아이패드 프로 4세대 12.9인치❤️128gb wifi 모델 판매합니다,"올해 3월 17일에 수령했습니다.

오자마자 액정 보호 필름 붙여서 기스 하나도 없습니다.

실제 사용 시간은 하루 채 안되어서 판매 합니다.

보시는 것처럼 액정과 기계 자체에 기스 전혀 없고

박스 구성품 또한 뜯지도 않은 상태 그대로 드립니다.^^

(애플케어는 넣지 않은 상태입니다.)


도원동, 상인동, 경북대학교 북문 앞에서

직거래 가능하며 네고는 죄송하지만 사양하겠습니다.^^

추가 문의는 언제든 환영입니다!",대구 달서구 도원동,995000,105,"없음, 필름"
204,아이패드프로4 와이파이 12.9 스페이스그레이 128기가,"무상보증 6개월 남음
배터리효율 100% 및 싸이클 10회가량(사용빈도 극히적음)
휨,찍힘 등 외관상 하자 x
충전기 및 박스 풀 구성

팝니다",부산 금정구 장전동,950000,105,"없음, 리퍼기간"
205,(가격내림)아이패드프로4세대 12.9 1t,"와이파이
종이필름부착
스페이스그레이
거의 넷플릭스용으로 사용",인천 서구 당하동,1450000,105,"없음, 필름"
206,아이패드프로 4세대 12.9인치 128gb wifi 거의 새제품 팝니다.,"업무때문에 구매하였다가 개인 사정으로 인해 판매합니다.
충전사이클 4회로 사용을 거의 하지 않은 완전 새 제품이라고 보셔도 됩니다.
3월 말에 구매하였으며 애플케어 가입일이 최근에 끝나 가입 불가합니다(첫 구매 후 60일 이내).
가격은 고정이며 안전 거래를 위해 직거래를 원합니다.
연락주세요.",서울 강서구 내발산동,950000,115,"없음, 새제품, 애플케이플러스, 에플케어x"
207,아이패드 프로 4세대 12.9 셀룰러 256기가 실버 (애캐플),"공홈 구입한 모델입니다. 
정상해지 상태로
애캐플 남은 기간은 22년 5월 2일 까지로 미사용입니다.

뒷면에 날짜 각인이 되어있어 싸게 판매합니다.
(추후 애캐플 사용시 어차피 각인 삭제됨)
<네고불가>",울산 남구 수암동,990000,95,"없음, 미사용, 각인"
208,아이패드프로4세대 12.9인치 셀룰러 128기가 판매합니다,"이패드프로4세대 12.9인치 셀룰러 128기가 판매합니다

구입후 11인치로 기변하여 사용감 아예없는 극상입니다.
배터리도 완충후 사용하지 않아 100프로
데이터 나눠쓰기로 핫스팟이나 와이파이없이 정말 쾌적하게 사용가능합니다
방탄고릴라 액정5만원상당 부착점에서 교체하엿고
상태는 정말 s급입니다

셀룰러로 구입하여 비싸게 주고 구입햇습니다
아시는분은 아실거예요 와이파이버전보다 비싸요!!!!
보증기간 아직 남아잇고, 꼭 필요하신분께 판매하려고 합니다

아 네고문의는 죄송합니다
기변해서 출혈이커요ㅠ정말쿨거래 소정의 네고굿
펜슬추가시 13만원 페어링만 해봄요

직거래위주로 판매 예정이며 지역은 용인,분당,수원
조율가능 합니다

부득이 하신분은 택배거래도 하지만 지양하지는 않아요
010-4294-7550 구입하실분은 당근톡이나 저나 주세여",경기도 용인시 기흥구 중동,1050000,127,"없음, 최상급, 리퍼기간, 셀룰러"
209,아이패드프로 4세대 12.9 셀룰러 128g 미개봉,"아이패드프로 4세대 12.9 셀룰러 제품.
128g 미개봉입니다.
스페이스 그레이색상.
백화점 애플샵서 구입",울산 남구 삼산동,1250000,125,"없음, 미개봉, 셀룰러"
210,"아이패드 프로 4세대 12.9인치 128g, 애케플 판매합니다","2020년 6월 구매한 제품입니다 애플펜슬2세대 뷰씨 케이스 강화유리 포함이며 애플케어플러스 가입되어있어 패드,펜슬 모두 2022년 6월까지 보증이며 1년에 2회 패드는 5만원, 펜슬은 25000원 부담시 애플정식 센터에서 리퍼가능합니다

직거래만 할 생각입니다 케어플러스로 상태는 의미없다고 생각되지만 본체에 기스하나없습니다 직접 물건보시고 크 기스 있으면 리퍼비용 5만원 빼드리겠습니다 연락주세요",대구 동구 신천3동,1200000,115,"없음, 리퍼기간, 애플케이플러스"
211,2020년형apple 아이패드 프로 4세대 12.9형 wifi + 셀룰러 512g,"2020년형apple 아이패드 프로 4세대 12.9형 wifi + 셀룰러 512g

미개봉 새제품 입니다
인터넷 최저가 1,716,000원 입니다
기존 사용하시던 통신 3사 유심기변 하시면 됩니다",인천 부평구 부평동,1490000,155,"없음, 미개봉, 새제품, 셀룰러, 512"
212,아이패드프로4세대 12.9인치 512 셀룰러 미사용 팝니다.,"리퍼기간은 2022년 4월 21일입니다.
1년 그대로 남았습니다
오늘 리퍼기간때문에 동기화만 시켜놓고
사용하지 않은 새제품입니다.
kt 가개통 제품이며 유심기변으로 사용가능합니다
가격은 125만원이며 직거래지역은 서구 중리동 입니다.",대구 서구 중리동,1250000,110,"없음, 새제품"
213,아이패드 프로4세대 12.9인치 256 셀룰러,"20년 5월에 구매했으니 딱 1년 됐네요.
주로 집에서 영상 시청했으며
기스나 하자 없고 풀박입니다.
종이질감 필름 붙여놨고
사용하던 케이스도 같이 드립니다 ^^

(애플펜슬은 팔려서 패드만 팝니다.
가격 내렸어요^^)",서울 관악구 신림동,1300000,112,"없음, 필름, 풀박스"
214,[신품급] 아이패드 프로 4세대 12.9 128gb 스페이스그레이 색상팝니다,"아이패드 프로4세대 12.9 wifi 128gb 스페이스그레이

올해 1월달에 구매했습니다 
박스 충전기 케이블 커버케이스까지 드려요
상태는 구매후 액정보호필름 붙이고커버케이스 착용하고 사용해서 찍힘이나 생활기스 없이 매우 깨끗합니다
거래는 간석역에서 직거래 가능하고요
궁금하신거나 구매의향 있으신분들 쪽지주세요",인천 미추홀구 주안6동,950000,100,없음
215,아이패드프로4세대 12.9인치 셀룰러 256기가,"본체에는 기스나 찍힘없는 s급 컨디션입니다.
처음살때 있던 기본구성품과 제품박스 보유중입니다.
보증기간(as) 22년1월9일까지로 충분합니다.
교환받지않으며 에눌관련 문의 답장하지 않습니다.",서울 마포구 상수동,1150000,112,"없음, 최상급, 리퍼기간"
216,아이패드 프로 4세대 12.9인치 wifi 256기가 ss급,"기스 하나도 없고 휘어짐 없는 ss급 풀박스 입니다
충전기는 사용감 있습니다
리퍼기간 7월 27일까지입니다",전남 순천시 중앙동,950000,109,"없음, 최상급, 풀박스, 생활흔적"
217,아이패드프로4세대 12.9인치 128gb wifi팝니다,"업무때문에 구매하였다가 개인 사정으로 인해 판매합니다.
충전사이클 4회로 사용을 거의 하지 않은 제품입니다.
빨리 구매하시면 애플케어 가입도 가능합니다(5월 24일까지).
가격은 고정이며 안전 거래를 위해 직거래를 원합니다.
연락주세요.",서울 용산구 용산동5가,950000,110,"없음, 애플케이플러스"
218,아이패드 프로 4세대 12.9 / 128gb + 애플케어플러스,"프리스비에서 20년 10월에 구매한 제품이구요,
와이파이 모델입니다.
애플케어플러스 만료일 22년 10월 입니다.

라이노 클리어 쉴드 케이스도 같이 드려요

패드에 기스 하나도없고, 박스도 다 드립니다. 채팅주세요

역곡역이나 역 근처에서 직거래 원합니다.",경기도 부천시 역곡3동,1100000,100,없음
219,아이패드 프로 4세대 128g 12.9인치 와이파이 판매합니다.,"⭐️⭐️⭐️급처⭐️⭐️⭐️
작년 9월에 구매한 아이패드 프로 4세대 128기가 12.9인치 와이파이 모델 판매합니다! 케이스는 있는데 스크래치가 있어서 원하시는 분만 드릴게요! 
사고는 거의 가지고 나간 적 없고 집에서 케이스 씌우고 영상 본 게 다여서 상태 sss급입니다!
직거래 시청역에서 원합니다~ 교환은 안합니다!",부산 연제구 연산동,980000,107,"없음, 최상급"
220,아이패드 프로 4세대 12.9 128g wifi 판매합니다,아이패드 프로 4세대 12.9 128g wifi 판매합니다. 작년 9월에 구매했고 구매한 후 집에서 유투브 보는 정도만 사용해서 깨끗한 상태입니다. 케이스 계속 끼우고 있었어서 상태는 sss급입니다. 직거래 및 택배도 가능합니다. 챗 주세요~ 교환은 안합니다!,경북 포항시 북구 죽도동,980000,107,"없음, 최상급"
221,오늘만 이 가격 s급 아이패드 프로 4세대 12.9 스페이스 그레이 풀박,"오늘만 이 가격에 드립니다. 안팔리면 업체에 넘기려고요.

작년 7월 구매하여 바로 스코코 종이질감 필름과 힐링쉴드 측면, 카메라 보호 필름까지 붙여서 애지중지사용해온 아이패드 프로 4세대 입니다. 당연히 기스 및 하자 없고요 많이 사용하지 않아 배터리 효율도 새제품이나 다름없습니다. 

라이노 케이스 포함한 풀박스 세트일체입니다.

판매자 신용도는 확인해보시면 알 수 있습니다.
창현리 및 마석에서 직거래 합니다.
반품 환불 불가합니다.

사진상의 애플펜슬은 제외입니다

제품구성

아이패드 프로 4세대 12.9인치 128gb wifi 스페이스그레이
라이노 케이스",경기도 남양주시 화도읍,970000,115,"없음, 필름, 새제품"
222,아이패드 프로 4세대 12.9  256기가 셀룰러 스페이스그레이 판매합니다(가격내림),"작년 9월달에 구매했습니다(애플케어x)
구매하시면 슈피겐 케이스도 같이 드립니다
실사용은 많지 않습니다
직거래는 화서역 5번출고에서 하겠습니다 
문의사항 있으면 채팅 주세요
환불반품불가",경기도 수원시 팔달구 화서동,1100000,95,"없음, 에플케어x"
223,아이패드 프로4세대 128기가 wifi 애플케어플러스,"깨끗하게 사용했습니다 
애캐플 가입되어있어서 향후 일년동안 서비스센터가셔서 오만원 추가금 내고 새제품으로 교환가능합니다.",경기도 수원시 장안구 천천동,1190000,120,"없음, 새제품, 애플케이플러스"
224,아이패드 프로4 12.9 128gb,"아이패드 프로4 12.9인치 128gb wi-fi 모델
판매합니다.
주식 차트,유튜브 활용도로 구매했는데
잘 활용하지 못하고 방치만 두어서 아까워서
판매합니다. 사진보시다시피 완전 그냥 새상품으로
생각하시면 되구요! 
직거래로 거래원하고 하자있으면 
그자리에서 100% 환불 수고비까지 드립니다.

그만큼 상태에 자신있구요 스마트 케이스도 같이 드립니다. (종이질감 저반사 지문방지 필름입니다.)
+케이스 여닫을때 자동으로 화면 켜지고 잠김 기능
+풀박스 제품이며 구성품 다있습니다. 
(구매한지 2개월밖에 안되고 실사용 한달채 안됨)
-애케플은 가입되어있지않구요 3달이내 가입가능한데 아직 3개월이 지나지않아서 따로 가입원하는분들은 가입하시고 쓰면됩니다.",충북 청주시 흥덕구 강서제1동,1000000,127,"없음, 새제품, 애플케이플러스, 풀박스"
225,아이패드 프로 4세대 12.9 256gb + 애플 2세대 (양평),"- 전자기기는 자동차와 같아서 겉이 깨뜻해보여도 사용을 많이하면 닳습니다. (자동차 엔진이나 비트코인 채굴기와 같다고 보시면 됩니다.)
- 구매 하자마자 회사에서 맥북지원이 들어와 4번 사용했습니다.
- 제품 보증기간 남아 있습니다. (마지막사진)
- 기스나 사용 흔적이 없습니다.
- wifi 전용입니다.
- 애플스토어에서 구매했습니다.
- 별도로 쿠팡에서 구매한 폴리오케이스와 액정보호필름 2장도 건네 드립니다.
- 처음 구매시 포장되어 있는 제품 박스도 깨끗합니다.
- 이니셜 각인도 없습니다.",경기도 양평군 양서면,1400000,105,"없음, 리퍼기간"
226,아이패드프로4세대 12.9인치 128g wifi모델/로지텍슬림폴리오프로,"아이패드 프로 4세대 12.9인치 128g wifi모델과 로지텍 슬림폴리오 프로입니다.

아이패드는 작년 11월에 구매했습니다. 강의 시청과 공부 목적으로 구매했는데 자주 사용하지않게 돼서 판매하게됐습니다. 강의 시청 위주로 사용해서 가지고 외출을 하거나 외부 노출을 하지않아서 사용감은 거의 없고 생활기스조차 찾기 힘든 액정보호필름만 붙어있는 s급입니다.

로지텍슬림폴리오프로는 아이패드를 구매할 때 같이 구매해서 사용했고 키보드케이스 형태입니다. 이 제품 역시 사용감은 거의 없으며 자판이나 고장없는 양품입니다.

구매하시는 분께는 여분으로 가지고있던 필름도 같이 드리겠습니다. 물건이 물건인지라 직거래를 희망하고 택배로 받길 원하시는 분께서는 택배비는 따로 주셔야하고 입금확인 후 물품 배송예정이라는 것만 알아주시면 감사할 것 같습니다. 웬만하면 개별판매는 하지않을 생각이며 네고 또는 문의 사항은 연락남겨주시면 최대한 빠르게 답장드리겠습니다.",서울 성북구 석관동,1100000,112,"없음, 필름, 최상급"
227,아이패드풀박스 프로 4세대 12.9인치 128기가 와이파이 스그,애플 아이패드 4세대 12.9인치 128기가 와이파이 스페이스 그레이입니다!,서울 강남구 삼성1동,1030000,100,없음
228,아이패드 프로 4세대 12.9인치 스그 와이파이 128 판매,"상태:a
구성: 상자 + 케이스 + 본체 (필름 부착)

아이패드 구매 후 막상 사용이 없어 판매하려해요~",서울 강동구 길동,980000,105,"없음, 필름"
229,아이패드 프로 4세대 12.9형 512gb wifi (미개봉/21년3월제조),"아이패드 프로 12.9형 512gb wifi 완전 새제품입니다. (스페이스 그레이 색상)

네이버온라인최저가(5월27일기준, 첨부 사진) 1,663,200원인 제품입니다.

제조년월 21년3월 신품이며 포장도 뜯지않았습니다. 
기존 사용제품이 있어 판매하게 되었습니다. 상태나 스펙 사진 참고하시기 바랍니다. 

* 거래는 도곡동 한티역과 용산 근처 가능
* 완전새제품이며 스펙은 윗글 및 사진 참고하시면되니 제품 및 가격 네고는 정중히 사양합니다. 환불도 불가하니 양해 바랍니다.",서울 강남구 도곡2동,1190000,130,"없음, 새제품, 512"
230,아이패드프로4세대12.9 구합니다,아이패드프로4세대12.9 + 애플펜슬 같이해서 90만원에 파실분 톡주세요,울산 남구 삼산동,900000,100,없음
231,아이패드 풀박스 프로4세대 12.9 128기가 와이파이 스그,애플 아이패드 프로 4세대 12.9 와이파이 스그 128기가팝니다!,경기도 군포시 대야미동,1030000,100,없음
232,아이패드프로4  128기가 12.9인치 와이파이,"새상품이예요 ~^^ 
색상은 블랙이예요 ^^",경기도 평택시 동삭동,950000,110,"없음, 새제품"
233,아이패드프로4 12.9 wi-f i 128gb  (21년/3월 구매),"-2021년 3월 8일 쿠팡으로 구매 
- 4월 중순부터 사용 (실 사용 1달) 
- 사자마자 케이스끼고 종이질감필름(산지모루) 붙임 
- 찍힘 잔기스 없음 🤟
- 애플케어플러스 가입 안함 
- 색상 실버 
- 배터리 싸이클 19 
-구로디지털단지 , 광명사거리역 에서 거래 가능
-제품보증 유효기간  2022 3.7 
- 분홍색 케이스와 같이 드림 
-카메라에 기스날까바 스티커 붙임 

부담없이 연락주세요 ☺️",서울 구로구 구로제3동,1000000,95,"없음, 에플케어x"
234,아이패드 프로4세대 12.9인치 256g wifi 스페이스그레이,"-2020.05.31 구입
-전면     5만원 상당 힐링쉴드 종이질감 강화유리 필름
-후면     3만원 상당 esr 기스방지 필름
-케이스  3만원 상당 esr 풀커버 케이스
-모두 사자마자 첫날에 다 부착했습니다.
-기스x 상태 s 자부합니다.

1,050,000 일괄 판매합니다.

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
+애플펜슬 2세대                       +100,000
+로지텍 k380블루투스 키보드  +20,000
추가로 구입 원하시면 말씀주세요
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ

쿨거하시는분 마지막 쥰내귀여운 파우치 고냥 드려용

지금 무릎이 안좋아서 멀리 나가지 못하는 관계로 집 앞으로 와주셔야합니다ㅜㅡㅠ
광운대역 도보 3분거리 가까워요

거래희망시 주소 드리구 오셔서 제품검수 다 해보시면 될 것 같습니다 :)

궁금하신 점 문의 많이주세용",서울 노원구 월계동,1050000,100,없음
235,아이패드프로4세대 12.9 싸게 팔아요,"아이패드 풀박 드려요 
모서리쪽 흠집조금 있어요 
케이스 필요 하시면 드려요
직거래 합니다",경기도 안성시 공도읍,900000,90,"없음, 파손"
236,(미개봉) 아이패드 프로 4세대 12.9인치 128gb wifi + 4g lte 실버,"안녕하세요. 

아이패드 프로4 12.9인치 128gb 와이파이 + 셀룰러 (4g lte 유심 장착 가능) 모델 판매합니다. 

사진처럼 노란색 박스까지 미개봉인 제품입니다. 

판매 장소에서 직접 노란 박스 개봉해서 보여드립니다. 
(비닐포장된 제품 박스를 개봉하는게 아님)

광안동 수영구보건소 인근 직거래만 합니다. 감사합니다.",부산 수영구 광안동,1080000,125,"없음, 미개봉, 셀룰러"
237,[쿨거래네고가능]아이패드 프로4세대12.9인치,"[쿨거래 네고가능]
[찔러봐주세요]
아이패드 4세대 12.9인치 와이파이 구성품+풀박스 판매합니다.

구매하고 사용을 안해서 판매하고 구성품은,

충전기 미사용
풀박스
힐링쉴드 전면필름1매
애플펜스2세대(강아지가 문 흔적있음)
펜촉 4ps 미사용
로지텍 키보드

하자없으며 관리 너무 잘해서 상태s 흠집x",경기도 고양시 덕양구 관산동,1100000,112,"없음, 풀박스, 미사용"
