,itemname,content,region,price
64,태블릿 아이패드 키보드 블루투스 케이스 79000->55000 아이패드 프로10.5 에어3 호환 가능여부,"친구한테 생일선물 받은 아이패드 키보드 케이스 입니다. 사이즈 잘못골라 단순개봉한 새제품이라고 보시면 돼요.

https://coupa.ng/bZCsI8

자세한 내용은 위 링크 참고

블루투스 기능 있고요. 백라이트 색상 설정도 가능하고 밝기조절도 가능해요. 360도 회전 가능하게 설계되어 있어서 편합니다.

컬러는 실버컬러고요~",경기도 김포시 감정동,"55,000원"
65,아이패드2 iPad2 A1395 wifi 32GB 팝니다.,"아이패드2 iPad2 A1395 wifi 32GB 팝니다.

모델명 A1395
연설할 때 프롬프터 용도로 사용했지만 지금은 별로 사용빈도가 없어 팝니다.
본체와 박스만 있습니다. 
어댑터는 없습니다. 옛날 아이폰 충전기(넓은 것)를 사용합니다.
아이패드에 잘 알고, 꼭 필요한 분만 가져가세요.
택배는 안합니다. 직거래만 하겠습니다.",경기도 화성시 남양읍,"35,000원"
66,iPad Air (아이패드 에어) 4th generation ( 4 세대)  Sky Blue 256 GB WiFi,"안녕하세요.  미국에서 산 아이패드 에어 4 세대 입니다.  색상은 Sky Blue.  용량은 256 GB 입니다.  WiFi 버전이며 warranty 는 1/10/2022 까지 입니다.  기기에는 아무 문제가 없습니다.  가격제안 가능합니다.  미국에서 trade-in 을 하면 $550 이 나오므로 최소한 이 이상은 받아야 합니다...  감사합니다 
아이패드 와 같이 이걸 보호하는 케이스도 같이 드립니다.",서울 영등포구 여의도동,"690,000원"
67,"나만의 아이패드드로잉,하루 한장 아이패드 드로잉","나만의 아이패드드로잉 11,000
하루한장 아이패드 드로잉 8,000

두개 함께 구매시 18,000

상태: 최상 새것 그대로",경기도 고양시 일산동구 백석동,"11,000원"
68,아이패드 프로 IPAD PRO 12.9 4세대 Wi-Fi 128GB SG,"아이패드 프로 12.9 4세대 Wi-Fi 128GB  SG
미개봉 새상품 판매합니다.
선물받았는데 제가 안쓸거 같아서 팝니다. 
112에 판매할게요~ 작은금액이 아니라 직거래가 좋을거 같습니다  원하시면 택배거래도 가능합니다  
문의주세요 공일공 -사공8육 - 일3팔6",서울 양천구 목3동,"1,120,000원"
69,[아이패드] 아이패드 에어3(스페이스그레이) + 애플펜슬 /배터리싸이클 23,"아이패드 에어3 스페이스 그레이 64gb 와 애플펜슬 1세대 입니다. 
신사동 애플스토어에서 구매했고 박스, 쇼핑백까지 있습니다. 구매 후 바로 케이스 장착, 종이질감 필름 부착해 사용했습니다! 
회사에서 사용하려고 구매했는데 노트북이 주업무라 실사용이 적습니다
배터리 싸이클 23회입니다

주말, 염창역 인근 직거래 가능합니다",서울 양천구 목동,"630,000원"
70,아이패드 프로 3세대 12.9인치 (iPad Pro 3rd 12.9in),"- 아이패드 프로 3세대 12.9인치 64GB
- 스페이스 그레이 색상
- 해외구매라 무음시 카메라 찰칵소리 안남
- 마지막 사진으로 스펙 확인해주세요!

# 찔러보기 불가능
# 쿨거 하시면 애플 정품 15만원짜리 스마트폴리오(사용감있음) 드리겠습니다",서울 서초구 양재2동,"790,000원"
71,!거의 새것! 아이패드 에어3 wifi 64GB 풀박+애플펜슬 1세대 풀박+아이패드악세사리+굿노트,"✔️아이패드 :
구매한 지 6개월 된 상품이고 (원하시면 인증 가능)처음 쓰기 전부터 강화유리필름 부착 후 케이스 끼고 사용해서 기스 하자 전혀 없는 SS급이라고 단언할 수 있습니다!
배터리 성능 98입니다.
강화유리필름 부착되어있는 상태고 필름에도 기스 전혀 없습니다.
충전기 , 사용 설명서, 스티커 풀 박스로 드릴게요.

✔️애플펜슬: 
애플펜슬도 혹시나 닳을까봐 펜촉에 펜촉커버 끼고 사용해서 펜슬도 새것의 상태와 다를 바 없습니다. 
한 번도 사용하지 않은 애플펜슬 정품의 여분 팁과 충전 잭 풀박스로 드립니다.

골드 색상이고 실제로는 로즈골드 색입니다. 아이패드 케이스랑 펜촉커버도 드릴게요. 원하시면 만나서 제가 샀던 굿노트도 다운받아 드릴게요(•̀ᴗ•́)
편하게 연락주세요!

직거래는 상일동역 혹은 고덕역에서 합니다. 반값택배도 가능해요ㅎㅎ네고 가능해요!!",서울 강동구 고덕동,"660,000원"
72,아이패드 프로 ipad pro 1세대 12.9인치 128GB wi-fi모델,"구입시기:2016년 말.
로즈골드 색상.
젤 케이스, otterbox경량과 defender하드케이스.
경량 케이스는 사용감이 있음.
베터리 life는 65%.",인천 서구 당하동,"420,000원"
73,아이패드(ipad) 7세대 wifi 128g & 애플펜슬 1세대,"패드는 작년 3월, 펜슬은 19년 12월 구매입니다.
6세대를 쓰다가 7세대로 넘어왔어요.
스마트케이스와 종이질감 필름 사용중이라
정말 깨끗합니다. 제 눈엔 기스가 잘 안보이네요.

풀박스, 충전기, 케이블은 미사용 상태
펜슬보호스티커, 종이질감 필름, 일반보호필름 3가지는 새걸로 1장씩 같이 드립니다.
케이스는 사용감 많지만 원하시면 드립니다.",경기도 김포시 운양동,"560,000원"
74,아이패드 에어3 64G wifi 스그(충전기 포함 풀박스)+애플 펜슬 1세대+아이패드 거치대+펜슬 케이스,"아이패드 에어3 64G wifi 스페이스 그레이
:2020.06.16 구매(애플 케어 가입 날짜도 동일)
충전기 포함 풀박스(충전기 선만 사용감 있음/어댑터는 사용 안함)

개봉하자마자 케이스+액정필름 끼우고 사용해서 사용감 완전 좋아요🥰

아이패드 케이스:ESR 스마트커버 라벤더

아이패드 액정필름:스코코 저반사 보호필름

애플 펜슬 1세대:펜슬촉은 커버 끼우고 사용해서 이상 없습니다!

애플 펜슬 케이스:구디푸디 라벤더&핑크

고가의 제품이라서 직거래만 받아요!
상세샷 더 필요하시면 연락 주세요!
교환 환불 안됩니다🙂",경기도 성남시 중원구 성남동,"600,000원"
75,Ipad pro 12.9 (4th gen)아이패드 프로,"Ipad pro 12.9 4th generation (space gray)
128GB 
 pencil 2nd generation
WIFI MODEL
Warranty expires on 2022/02/13
No scratches 
No fault
Purchase receipt available 
Screen protection glass installed
Book case",경기도 광주시 오포읍,"1,220,000원"
76,아이패드 에어 4세대 64gb wifi 스페이스그레이 (아이패드 미개봉 새제품) 팝니다,"애플코리아 정품입니다
네고는 어려우며 구매하시려면 문의주세요.",대전 서구 용문동,"660,000원"
77,iPad Mini 1세대 (아이패드 미니 1세대 16기가)," 제품은 수집하시는 분들도 많으시지요? 
아이패드 미니 1 입니다. 구입은 미국에서 했습니다.
충전기는 없구요. 생활기스가 조금 있습니다.😀

교환, 환불은 안되고 직거래 원합니다. 👏",서울 강동구 성내제1동,"100,000원"
78,아이패드 ipad 5세대 32gb 팝니다,"2017년에 제조된 패드고 집에서 유튭이나 넷플릭스 보는 용도로만 사용해서 흠집은 거의 없습니다. 

박스있고 충전기는 선만있고 헤드가 없습니다.
선은 사용한 흔적이 많습니다

부산에 사시는 분들 직거래만 받습니다.

빠른거래 원합니다.",부산 서구 동대신동1가,"250,000원"
79,"미개봉 새상품☆아이패드 프로 4세대 256GB☆ ipad pro 4  wife , 11형 / + 케이스포함","미개봉 새상품입니다.
색상은 , 스페이스 그레이입니다
ipad pro 4세대 11인치 256GB / WIFE .
아이패드 케이스와 함께 드립니다♡

아이패드로 퀄 좋은 그림도 그리고 
 인강 , 유튜브등 다양한 매체의 영상을 큰 화면으로 볼 수 있어서 좋으실거에요.
무엇보다도 노트기능! 정말 유용하답니다.
저는 이번에 아이패드 프로5 사전예약에 성공해서 
아이패드 프로4를 내놓습니다. 사전예약 실패하면 
그냥 제가 쓰려했는데 , 운좋게 사전예약성공했어요 , M1 칩 추가 외에는 프로4 / 프로5 나 별 차이가 없다는 리뷰를 보고 괜히 했나 싶지만 , 어쨌든!! 아이패드가 필요하신 분 연락주세요 ~~!

.직거래 합니다.


< 원하는 장소 > 
구파발 롯데몰 / 연신내역 / 경기도 관산동",서울 은평구 갈현제1동,"1,150,000원"
80,[미개봉] 애플 iPad Air 4 (아이패드 에어 4세대 64GB 와이파이.스카이블루 색상),"애플 아이패드 에어 4세대 64GB  와이파이 제품 판매합니다.
미개봉 새제품인데 사진과 같이 박스 옆면 비닐만 살짝 뜯어져 있습니다.
아이가 뜯어놔서 ㅠㅠ

영종 하늘도시에서 직거래 가능합니다.
새제품 링크입니다.
https://msearch.shopping.naver.com/catalog/24392533524?NaPm=ct%3Dkpalpz68%7Cci%3D6cbafb5e143e9211425a4e806c0601174c2d94a0%7Ctr%3Dsls%7Csn%3D95694%7Chk%3D097e37924a4cca0fd18c24868fa08c909ea16f6d&cat_id=50000152&frm=MOSCPRO&query=ipad%20air%204%EC%84%B8%EB%8C%80&sort=LOW_PRICE",인천 중구 영종1동,"630,000원"
81,아이패드3세대(뉴아이패드) wifi 용 32기가 팝니다,"아이 유튭용으로 사용한 아이패드 3세대(뉴아이패드) 팝니다.
 오래된 모델이라 유튭이나 인터넷용으로 사용하심 되구요.
 외관이나 기능상 문제는 전혀 없습니다^^
 좌측 하단은 필름이 조금 떴네요.
 케이스는 하나 있긴한데 원하시면 같이 드릴게요^^;
 양천향교 역에서 직거래해요~",서울 강서구 가양제1동,"70,000원"
82,아이패드 프로3(ipad pro3) 12.9+512기가+셀룰러+스그,"아마 2019 캐나다에서 샀었고 껍데기는 버렸습니다.
사시면 쓰던 오터박스(Otterbox)케이스 드리겠습니다.(여닫는 부분 가죽헤짐이 있습니다 확인해주세요) 필요하시면 애플에서 나온 아이패드정품 케이스(핑크색)드리겠습니다.
많이는 사용안했고 넷플하고 필기만 했었습니다
kt썼고 유심끼워서 쓰심됩니다. 궁금하신점 챝주시고, 참고로 가격때문에 직거래하는게 좋을것같습니다. 서현,판교,분당구 정도면 만나서 한번보고 사셔도 좋습니다.
중고거래이니 환불은 안됩니다

※배터리 궁금해하시는 분이 계셔서 찾아보니 
효율100에 사이클 115뜨네요",경기도 성남시 분당구 서현동,"900,000원"
83,애플 아이패드 스마트 키보드 iPad smart keyboard,"정가 249,000 정품입니다 ! 구매하시면 투명 하드 케이스 같이 드리겠습니다 ·ᴗ· 
몇 번 사용하지 않은 거의 새상품이며, 오염이나 하자 고장 절대 없습니다 !! 택배도 가능하시니 편하게 문의 주세요!!",대전 중구 선화동,"124,000원"
84,"아이패드6세대 S급 풀박스+키보드케이스+스마트커버,애플펜슬수납케이스+아이패드파우치+종이질감필름부착+스티커","아이패드6세대 S급 풀박스+키보드케이스+스마트커버,애플펜슬수납케이스+아이패드파우치+종이질감필름부착+스티커

아이패드6세대 로즈골드 32GB

사놓고 거의안써서 완전 새제품에 기스1도없습니다
그냥 새거라고 보면됩니다

349000원에 다드려요
연락주세요",경기도 부천시 상1동,"349,000원"
85,넥스텍 트랙패드 아이패드7세대 뉴 아이패드 8세대 에어3세대 프로2세대 키보드 호환가능,"직구해서 구매한 제품인데
 노트북을 쓰게되어 판매합니다 트랙패드도 있어 노트북처럼 사용가능하고 상태좋은 키보드케이스입니다

사용가능 모델
뉴 아이패드 8세대 (2020. 10.2인치), 아이패드 7세대 (2019, 10.2인치), 아이패드 에어 3세대 (2019, 10.5인치), 아이패드 프로 (2017, 10.5인치)를 위한 키보드 

상세 페이지입니다
https://m.smartstore.naver.com/trendgear/products/5013096559?NaPm=ct%3Dkpagfgdk%7Cci%3D77cd34a22844966854e578ea54dda61286813cad%7Ctr%3Dslsl%7Csn%3D1017763%7Chk%3D2bf1625244568626ab1fc884ef50502c6cceabfc

#아이패드에어3 #아이패드케이스 #아이패드7세대 #아이패드키보드 #아이패드프로2",서울 강남구 역삼동,"50,000원"
86,아이패드 에어3 케이스 아이패드 케이스,"6개월정도 이용했고, 집에서만 써서 케이스 더러워 질일 없이 깨끗합니다!",경기도 광명시 철산3동,"3,000원"
87,[새제품] iPad Case 아이패드 케이스,"집 정리하다가 나왔는데
어느 모델에 맞는 건지도 잘 모르겠고
아마 아이패드 초창기 모델 케이스인 것 같아요.
개봉조차 안한 새제품인데
출시한지 오래되어서 
필요하신 분이 계실지 모르겠네요.

컬러는 핫핑크입니다. 
대략적 케이스 사이즈 재보니 
가로19cm, 세로24.5 cm입니다.",서울 강남구 역삼동,"2,000원"
88,애플 아이패드 에어2 64G wifi iPad Air2,"전반적으로 상태 깔끔해요
왼쪽 윗 모서리만 살짝 찍힘 있고
집에서 영화나 eBook 볼때 주로 
사용해서 깨끗한편입니다. 

색상은 골드 
배터리효율 88%
배터리 사이클 192 

직거래는 녹천역 3번출구이고 
시간은 협의 가능합니다",서울 도봉구 창동,"210,000원"
89,"아이패드 스마트커버 10.5 (아이패드 7세대, 에어3세대, 프로 10.5 호환) 판매합니다.","아이패드 스마트커버 10.5 (아이패드 7세대, 에어3세대, 프로 10.5 호환)  판매합니다😊

애플 정품으로 개봉만 하고 사용은 안한상태로 보관중입니다 . 
제일 인기 많은 블랙 색상입니다 🖤

거래는 망원동, gs25 망원포은로점 에서 가능합니다 !
연락 많이 주세요 📞",서울 마포구 망원동,"40,000원"
90,Ipad pro - 아이패드프로 3세대 11인치 셀룰러 1TB (실버) 팝니다. <풀박>,"Ipad pro - 아이패드프로 3세대 11인치 셀룰러 1TB (실버) 팝니다. <풀박>

구매일 : 2019.04.06
구매처 : 잠실롯데월드타워 하이마트 내 윌리스매장
상품명 : 아이패드 3세대 11인치 셀룰러
용량    : 1TB (용량이 커서 캠핑시 영화시청등 사용용이)

색상    : 실버
배터리용량 : 100%

​

상품상태 : 구매하자마자 일반필름 부착 후
          힐링쉴드에서 앞면, 옆면, 뒷면 보호필름 
          앞면은 종이질감 필름 부착
          구매후 부착 완료. => 찍힘, 흠집 없음 S급!

 애플제품을 좋아해서 모셔놓다가 이렇게 방출하게 되네요 ㅎㅎ^^;;

사진에 뒷면 오른쪽 하단 모서리 자국은 뒷면스티커 부착시 실수로 겹친부분입니다(찍힘 , 흠집없음)


구매금액 : 2,209,000원
판매금액 : 1,200,000원->105만원

구성품 : 아이패드풀박( 코드, 선 새거) + 
1. 케이스 2개
2. 아이패드 파우치 1개

거래방식 : 직거래선호 ( 5호선 미사역)
거래시간 : 평일 저녁 7-10시, 주말은 약속",경기도 하남시 망월동,"1,000,000원"
